title,views,log_views,exclamation,question,bleep_censor,pos_VBD,pos_NN,pos_POS,pos_JJ,pos_IN,pos_.,pos_VBN,pos_DT,pos_:,pos_NNS,pos_VB,pos_TO,pos_-NONE-,pos_VBZ,pos_VBP,pos_'',pos_RB,pos_NNP,pos_MD,pos_RP,pos_PRP,pos_VBG,pos_CD,pos_WRB,pos_$,pos_CC,"pos_,",pos_WP,pos_RBS,pos_PRP$,pos_WDT,pos_JJR,pos_#,pos_JJS,pos_EX,pos_RBR,pos_LS,pos_PDT,pos_``,pos_WP$
Report: Teen Sneaks Past Security To Snap Photos Atop WTC In Dead Of Night,14571,9.586788531013854,0,0,0,0,5,0,1,3,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here's The List Of Americans Who Just Got Sanctioned By Russia,33509,10.419569338447822,0,0,0,1,2,0,0,2,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This GOP Senator Really, Really Wants You To Know He Got Sanctioned By Russia",1362,7.2167094867094566,0,0,0,1,3,0,0,1,0,1,1,0,0,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama Dings Ellen DeGeneres' Record-Breaking Selfie As A 'Cheap Stunt',13437,9.50576737487541,0,0,0,0,3,1,2,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Ryan Fact-Checks Republicans On Obamacare Job 'Costs',58461,10.976115144232244,0,0,0,1,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Ventura Says He's Hiding From Drones In Mexico (VIDEO),4278,8.361240889642351,0,0,0,0,4,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biden Stumps For Florida's Alex Sink, Hoping To Win GOP-Held District",494,6.202535517187923,0,0,0,0,5,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama Talks Up Mass Gov. Deval Patrick's 2016 Chances,1765,7.475905969367398,0,0,0,0,5,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Majority Opposes Employer Exemption From Birth Control Mandate,1959,7.580189417944541,0,0,0,0,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
News Anchor Retracts Claim That Jay Carney Gets Questions In Advance,16360,9.70259461015674,0,0,0,0,5,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizarrely Life-Like Statue Of Man In Underwear Spooks Mass. College Students (PHOTOS),45742,10.730772192025306,0,0,0,0,4,0,1,2,1,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schumer Wants Russia To Let U.S. Olympians Have Their Chobani Yogurt,2098,7.648739788956242,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NYT May Publish Woody Allen's Response To Molestation Accusations,8208,9.012864567410553,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Oh I Sure Do': Romney Thinks Christie Is Telling The Truth,4681,8.45126704130007,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiken: Same-Sex Marriage Won't Be Discussed Much In The Campaign,954,6.860663671448287,0,0,0,0,3,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama To Vulnerable Dems: I Won't Be Offended If You Ask Me To Stay Away,3722,8.222016437202196,0,0,0,0,1,0,1,1,0,1,0,1,1,2,2,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judge Restricts Public Release Of Documents In McDonnell Case,1104,7.00669522683704,0,0,0,0,4,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boxing Promoter On Zimmerman Fight: 'It's All Business',2671,7.89020821310996,0,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker Carlson Forced To Apologize For His Reporter's Disgusting Tweets,59137,10.987612065031538,0,0,0,1,4,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rick Perry And Greg Abbott Plan To Skip Christie's Fundraising Trip To Texas,4725,8.460622839927844,0,0,0,0,8,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikki Haley Jabs Georgia GOP Guv After Snowstorm Stranded Her Brother For 27 Hours,2958,7.992268643270745,0,0,0,1,5,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN's Sister Network Asks Psychic To Explain What Happened To Missing Malaysia Jet,51668,10.852593913351908,0,0,0,0,6,1,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Obama Explains Putin's 'Shtick',9392,9.147613542067877,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahm Emanuel Says D.C. Is Denying Oxygen To Chuck Todd's Brain,6633,8.799812469525557,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Coburn Plans To Push For A Constitutional Convention After He Retires,7062,8.862483576488332,0,0,0,0,3,0,1,2,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran Is Apparently Adopting Universal Health Care: RouhaniCare,4463,8.40357646462927,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Rep. Says It's 'Immoral' To Extend Long-term Jobless Benefits,7380,8.906528917594517,0,0,0,0,2,0,2,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Chart Of How Bills Become Law Could Leave You Cross-Eyed,4663,8.44741429680832,0,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Look At What This Asteroid Did To Mars (PHOTO),38274,10.552526093470009,0,0,0,1,1,0,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GOP Rep: Jesus Couldn't Even Control House Republicans,12785,9.456027887725288,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snowden Defends Questioning Putin: I Want To Hold Him Accountable, Too",1764,7.475339236566738,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Maine GOP Attacked Sandra Fluke For Some Reason,9753,9.185330208972015,0,0,0,1,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Brown Confounded By Republican Who Benefitted From Obamacare,35516,10.477738578152216,0,0,0,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donald Trump Thought He Came Out Pretty Well In 'Game Change' Sequel,2961,7.993282328101591,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wendy Davis Bucks Party, Throws Support Behind Open Carry Law",2090,7.644919344958858,0,0,0,0,5,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Bogus GOP Obamacare Attack Debuts In 2014 Political Ad (VIDEO),4763,8.46863300080086,0,0,0,0,6,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: McMorris Rodgers Faces Possible Ethics Probe Over Leadership Race,19191,9.862196698118249,0,0,0,0,3,0,1,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Senate Candidate Linked Obamacare With Global Conspiracy 'To Control Life',4448,8.400209835930418,0,0,0,1,7,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama: Abe Lincoln Wouldn't Have Had A Problem Doing 'Between Two Ferns',1907,7.553286605600419,0,0,0,0,4,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIPAC Caves On Iran Sanctions Vote,3048,8.022240916806537,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Editing Goof,22642,10.027561867638054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Court Extends Oral Arguments On Birth Control,3365,8.121183242078828,0,0,0,0,3,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putin's First Tweet Ever Congratulated Frenemy Obama On Re-Election,1621,7.390798521735675,0,0,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McAuliffe Brings 'Better Booze', More Parties To Virginia Guv House",4957,8.508555998020574,0,0,0,0,4,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NRA Magazine Becomes One Of Biggest In The U.S.,757,6.6293632534374485,0,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Elizabeth Warren To Obama: Stop Nominating So Many Corporatists,7760,8.956737613177264,0,0,0,0,2,0,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O'Reilly Predicts His Super Bowl Interview Will 'Go Down In Journalistic History',12759,9.453992183921743,0,0,0,0,4,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MI Dem: Attack On Wanting Cheap Abortion For Daughters 'Crosses The Line',5234,8.562931083090094,0,0,0,0,7,1,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Officials Are Spying On Westerners In Sochi's Hotel Showers,18325,9.81602152675485,0,0,0,0,2,1,1,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hillary Clinton Goes Shopping At Bergdorf's, Naturally Fuels 2016 Speculation",1500,7.3132203870903005,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Watch Rep. John Lewis Dance To 'Happy' By Pharrell (VIDEO),17993,9.79773807235252,0,0,0,0,5,0,1,1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colbert: Health Insurance Should Chain People To Jobs They Hate!,3912,8.271804031154709,1,0,0,0,3,0,0,0,1,0,0,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senate Confirms Max Baucus As Ambassador To China,1550,7.346010209913294,0,0,0,0,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maine Man's Gun Tattoo Prompts Police Standoff,11371,9.338821533624722,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Control Group Calls Wendy Davis' Open Carry Support 'Dangerous',4014,8.297543529356284,0,0,0,0,6,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire Set To Expand Medicaid Under Obamacare,4451,8.400884069015854,0,0,0,0,3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biden Still Not In Favor Of Pot Legalization,538,6.2878585601617845,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cruz, Rubio, Other GOPers Urge Court To Stop Obamacare Subsidies",15572,9.653229708730347,0,0,0,0,4,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White House Placed On Lockdown After Man Tries To Jump Security Fence,2573,7.852827812281744,0,0,0,0,5,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politico's Sources Insist Christie Knew Nothing About 'High School' Memo,14670,9.593559871137028,0,0,0,0,6,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama Offers Jay Leno A Consolation Prize For Leaving 'The Tonight Show' (VIDEO),8624,9.06230429314878,0,0,0,0,7,0,0,1,0,0,1,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crist: Rick Scott To Blame For Deaths Through Refusal To Expand Medicaid,5577,8.626406276389554,0,0,0,0,4,0,0,2,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wall Street Journal Whacks Boehner For Caving To 'Talk-Radio' On Immigration,13722,9.526755663250837,0,0,0,1,4,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rand Paul To Host Fundraiser For Maryland Congressional Candidate,368,5.908082938168932,0,0,0,0,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After Paul's 'Sexual Predator' Remarks, Clinton Stumps In Kentucky",3111,8.042699496897638,0,0,0,0,2,1,3,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biden Says He's Been Invited To Plenty Of States For Midterm Races,838,6.731018100482082,0,0,0,0,3,0,0,2,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Control Group Releases Video Urging Facebook To Ban Gun Sales,581,6.364750756851912,0,0,0,0,5,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Pryor Is Against Obama's Proposed Minimum Wage Hike: 'Too Much, Too Fast'",929,6.834108738813838,0,0,0,0,5,1,3,1,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Economy Added 113,000 Jobs In January, Unemployment Virtually Unchanged",1031,6.938284484016959,0,0,0,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now It's Illinois Republicans Who Want Nothing To Do With Christie,15006,9.616205400105674,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Former Rep. Bob Barr: Yes, I Was Serious About Impeaching Obama (VIDEO)",15837,9.670104253491727,0,0,0,1,4,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama Bundler Nominated As Ambassador To Argentina Says He's Never Been There,24405,10.102543308321248,0,0,0,1,3,0,0,1,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Liz Cheney Grossly Exaggerated Senate Campaign Fundraising,7284,8.893435440847501,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicare Is Paying Way Too Much For Penis Pumps,13556,9.514584532726943,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawmaker Hints At 'Interesting Things' In Latest Bridge Scandal Documents,14860,9.60642831827175,0,0,0,0,3,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Billionaire Sam Zell: Leave The One Percent Alone, We 'Just Work Harder' (VIDEO)",19758,9.89131375160442,0,0,0,0,5,0,0,0,0,0,1,3,0,2,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas Basketball Team To Retire Number 42 In Honor Of Bill Clinton,2102,7.650644551436898,0,0,0,0,5,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woody Allen Lashes Out At Mia Farrow, Defends Himself Against Abuse Claims",15016,9.616871578266345,0,0,0,0,4,0,0,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John Boehner Brags About Being Sanctioned By Russia,840,6.733401891837358,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rand Paul: Dems Should Return Money They Received From Bill Clinton,11328,9.3350328159335,0,0,0,1,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Airliner Forced To Land After Possible Hijacking Attempt In Connection To Sochi,4101,8.318986125392058,0,0,0,1,5,0,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Axelrod: Hillary Should Want The 2016 Focus To End, Too",5105,8.537975730598768,0,0,0,0,2,0,1,0,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Debt Ceiling Deadline Is Feb. 27,1426,7.262628600974241,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas Sen. Pat Roberts Doesn't Actually Live In Kansas,20307,9.918720933176717,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Booker Dishes On His Three-Hour Dinner With Ted Cruz,6500,8.779557455883728,0,0,0,0,4,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CNN Defends Its Coverage By Saying Chuck Todd, Bill O'Reilly Do The Exact Same Thing",16752,9.726272933110318,0,0,0,0,7,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Koch Group Drops Cash In Louisiana To Oppose Medicaid Expansion,4527,8.417814747435957,0,0,0,0,5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rob Ford Tries To Remove Gay Pride Flag, Gets Denied",14181,9.559658319461349,0,0,0,1,4,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
'Fox And Friends' Laments End Of 'Respectful' NYPD Muslim Spying Unit (VIDEO),2366,7.768956044538332,0,0,0,0,5,2,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Lee Mayor Now Says Team Christie Wooed Him With Favors And A Meal,21330,9.967869811465397,0,0,0,1,6,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rep. Has Cordial Chat About Whether Obama 'Should Be Executed' (VIDEO),46815,10.753958943372991,0,0,0,0,2,0,1,2,0,1,0,2,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Rep.: 'Something Will Detonate' In Sochi,7457,8.916908467543795,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FreedomWorks Chief Says GOP Senators Are Killing His Group's Funding,6974,8.849944227235596,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Huckabee Still Talking About Libido: 'God Gave Us A Sex Drive',12814,9.458293602198967,0,0,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Lawmakers Say Obamacare Discourages People From Working,4587,8.43098149459717,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club For Growth: 'Something Very Wrong' With Boehner After Debt Limit Surrender,5450,8.60337088765729,0,0,0,0,6,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Rep.: Consumer Protection Bureau Runs 'Gestapo-Style' Data Collection (VIDEO),4793,8.47491179915963,0,0,0,0,6,0,1,0,0,0,0,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House GOP Desperate For Unrelated Policy Measures In Exchange For Debt Limit Increase,6172,8.72777821348305,0,0,0,0,8,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape From New York: Sean Hannity Puts Home On The Market,29883,10.305045035813276,0,0,0,0,5,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rand Paul: Texas Could Go Blue If GOP Doesn't Change,15795,9.667448713236183,0,0,0,0,3,0,1,1,0,0,0,1,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S&P Downgrades Russia's Outlook To Negative,1843,7.519149957669822,0,0,0,0,1,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Romney Aide: Stop Calling Philip Seymour Hoffman's Death A Tragedy (VIDEO),13806,9.53285855926342,0,0,0,0,9,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama: 'If Men Were Having Babies We'd Have Different Policies',7291,8.89439598980643,0,0,0,1,1,1,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ Star-Ledger Regrets Endorsing Christie: 'We Blew This One',14254,9.564792848061817,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portman Explains His Vote Against Extending Unemployment Insurance,18316,9.815530273776986,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prosecutor Clears FBI Agent Who Shot Suspect In Boston Marathon Bombing,1452,7.280697195384741,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
